DY
189
21
attr1;attr2;attr3;attr4;attr5;attr6;attr7;attr8;attr9;attr10;attr11;attr12;attr13;attr14;attr15;attr16;attr17;attr18;attr19;attr20;attr21
Nigeria;54.7;10;6.7;4910;0.336;40.4;0.297;28.1;0.423;0.881;4107;917;107.3;4.1;47.9;201;51.2;33.4;107.7;5.5;18.1;4
CotedIvoire;57.8;10;5.3;5069;0.388;45.6;0.246;27;0.433;0.811;2561;617;117.6;13.3;48.2;25.7;51.2;4.1;14.3;0.7;18.9;4
TanzaniaUnitedRepublicof;65.5;8.1;6.1;2600;0.522;27;0.313;22.4;0.382;0.948;2222;524;118.4;36.9;79.6;58;34.5;9.5;31.1;1.5;18;4
Madagascar;67;10.2;6.1;1596;0.571;29.3;0.343;27.6;0.303;0.952;1273;335;109.6;16.9;83.4;27;37.9;4;15.3;0.8;19.6;4
Lesotho;54.3;11.3;6.5;3151;0.353;19.6;0.428;29.6;0.367;1.014;2471;544;92.7;23;60.2;2.1;28.6;0.3;1.3;0.1;24;4
Djibouti;67.1;6.8;4.1;5689;0.555;0;0;27.7;0.441;0;4151;248;18.8;26.2;50.7;1;77.9;0.1;0.6;0;26.6;4
Togo;61;12.7;4.9;1602;0.439;37.7;0.322;26.9;0.307;0.822;1220;396;89.1;16.5;76.3;8.1;42.2;1.2;4.5;0.2;19.4;4
Senegal;67.9;8.6;3.2;3309;0.581;46.4;0.185;25.9;0.392;0.87;2271;315;72.7;41.8;35;16.3;47.7;2.6;8.8;0.5;18.5;4
Afghanistan;64.8;10.2;3.9;2229;0.495;45.4;0.226;0;0;0.659;819;638;69;27.2;21.6;38;25.8;5.6;20.9;1;18.4;4
Haiti;64;9.7;5.6;1709;0.459;37.3;0.286;50.4;0.212;0.875;1410;480;51.7;2.7;61.9;11.3;56.2;1.3;7;0.6;24;4
Sudan;65.3;7.9;3.8;3829;0.506;42.5;0.198;33;0.369;0.86;1981;295;64;27.5;29.1;42.8;34.9;6.2;24.1;1.6;19.7;4
Gambia;62.1;9.9;3.9;2168;0.463;47.7;0.213;17.5;0.384;0.846;1145;597;78.2;10.3;51.2;2.3;61.9;0.4;1.3;0.1;17.8;4
Ethiopia;66.6;8.8;2.9;2207;0.538;43.5;0.193;13.4;0.405;0.837;1642;401;66.7;37.3;73.4;112.1;21.2;16.6;62.9;3.9;19.5;4
Malawi;64.3;11.2;4.7;1035;0.51;28.4;0.336;32.4;0.239;0.986;838;349;132.7;22.9;72.6;18.6;17.2;2.9;10;0.5;18.1;4
CongoDemocraticRepublicofthe;60.7;9.7;6.8;1063;0.4;26.8;0.363;27.6;0.258;0.845;907;473;124.2;12;60.7;86.8;45;15.5;44.2;2.6;17;4
GuineaBissau;58.3;10.6;3.6;1996;0.399;41.9;0.24;37.9;0.281;0;1647;667;104.8;13.7;65.8;1.9;43.8;0.3;1.1;0.1;18.8;4
Liberia;64.1;9.6;4.8;1258;0.476;42.9;0.243;22.7;0.296;0.89;1242;661;136;11.7;72.1;4.9;51.6;0.7;2.8;0.2;19.4;4
Guinea;61.6;9.4;2.8;2405;0.44;50.1;0.176;17.8;0.395;0.817;2266;576;135.3;22.8;62.7;12.8;36.5;2.1;6.8;0.4;18;4
Yemen;66.1;8.8;3.2;1594;0.534;46.1;0.189;21.8;0.327;0.488;186;164;60.4;1;5.8;29.2;37.3;4.1;16.9;0.8;20.2;4
Eritrea;66.3;5;3.9;2793;0.56;0;0;0;0;0;2275;480;52.6;22;71.5;3.5;40.7;0.5;1.9;0.2;19.2;4
Mozambique;60.9;10;3.5;1250;0.441;33.8;0.262;28.4;0.273;0.912;1131;289;148.6;41.2;77.3;30.4;36.5;5;16;0.9;17.6;4
BurkinaFaso;61.6;9.3;1.6;2133;0.435;39.2;0.19;17.3;0.382;0.867;1541;320;104.3;13.4;58.3;20.3;30;3.4;10.8;0.5;17.6;4
SierraLeone;54.7;10.2;3.7;1668;0.326;46.9;0.216;17.7;0.35;0.884;1470;1120;112.8;12.3;57.3;7.8;42.5;1.1;4.4;0.2;19.4;4
Mali;59.3;7.5;2.4;2269;0.383;43.9;0.16;16.6;0.393;0.821;1516;562;169.1;9.5;61.2;19.7;43.1;3.5;9.9;0.5;16.3;4
Burundi;61.6;11.1;3.3;754;0.457;39.5;0.252;20.9;0.241;0.999;866;548;55.6;38.8;80.4;11.5;13.4;2;6;0.3;17.3;4
SouthSudan;57.9;5.3;4.8;2003;0.372;39.6;0.185;32.3;0.307;0.842;1759;1150;62;26.6;71;11.1;19.9;1.7;6.1;0.4;19;4
Chad;54.2;7.3;2.5;1555;0.311;43;0.164;28.4;0.297;0.764;1244;1140;161.1;14.9;63.9;15.9;23.3;2.9;8.1;0.4;16.6;4
CentralAfricanRepublic;53.3;7.6;4.3;993;0.307;34.5;0.231;49.2;0.176;0.801;792;829;129.1;8.6;64.4;4.7;41.8;0.7;2.5;0.1;17.6;4
Niger;62.4;6.5;2.1;1201;0.451;35;0.162;16.4;0.314;0.724;536;509;186.5;17;60.6;23.3;16.5;4.6;11.1;0.6;15.2;4
